Thu Jun 27 21:56:43 2024    bettertouch.prof

         423783 function calls (422998 primitive calls) in 44.675 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\Documents\Projects\envs\BetterTouch\Lib\site-packages\pyautogui\__init__.py:39(FailSafeException)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:3470(Message)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\threading.py:1416(_MainThread)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\webbrowser.py:317(Opera)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\subprocess.py:123(SubprocessError)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\shutil.py:67(Error)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\shutil.py:87(_GiveupOnFastCopy)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\webbrowser.py:187(BackgroundBrowser)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\ttk.py:753(Menubutton)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\ttk.py:1074(Scrollbar)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\ttk.py:1091(Separator)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\ttk.py:1109(Sizegrip)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\ttk.py:1123(Spinbox)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\webbrowser.py:15(Error)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\pdb.py:119(_rstr)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\argparse.py:688(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\argparse.py:699(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\argparse.py:762(ArgumentError)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\argparse.py:1021(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\argparse.py:1076(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\19059\Documents\Projects\envs\BetterTouch\Lib\site-packages\serial\serialutil.py:379(write_timeout)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\Documents\Projects\envs\BetterTouch\Lib\site-packages\serial\serialutil.py:96(SerialTimeoutException)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\ctypes\__init__.py:174(c_long)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\ctypes\__init__.py:178(c_ulong)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\ctypes\__init__.py:195(c_float)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\ctypes\__init__.py:224(c_ubyte)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\Documents\Projects\envs\BetterTouch\Lib\site-packages\serial\serialutil.py:443(dsrdtr)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\ctypes\__init__.py:411(WinDLL)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\Documents\Projects\envs\BetterTouch\Lib\site-packages\serial\win32.py:72(_OVERLAPPED)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\threading.py:1213(daemon)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\Documents\Projects\envs\BetterTouch\Lib\site-packages\pyperclip\__init__.py:94(PyperclipException)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\shutil.py:73(SpecialFileError)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\shutil.py:77(ExecError)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\shutil.py:83(RegistryError)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\webbrowser.py:551(WindowsDefault)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\unittest\case.py:34(_ShouldStop)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\argparse.py:782(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\unittest\case.py:335(_OrderedChainMap)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 C:\Users\19059\Documents\Projects\envs\BetterTouch\Lib\site-packages\serial\serialutil.py:320(exclusive)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\Documents\Projects\envs\BetterTouch\Lib\site-packages\serial\serialutil.py:419(xonxoff)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\Documents\Projects\envs\BetterTouch\Lib\site-packages\serial\serialutil.py:431(rtscts)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\ctypes\__init__.py:199(c_double)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\ctypes\__init__.py:203(c_longdouble)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\ctypes\__init__.py:213(c_longlong)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\ctypes\__init__.py:217(c_ulonglong)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\ctypes\__init__.py:231(c_byte)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\ctypes\__init__.py:236(c_char)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\ctypes\__init__.py:247(c_void_p)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\ctypes\__init__.py:252(c_bool)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\ctypes\__init__.py:262(c_wchar)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\ctypes\_endian.py:34(_swapped_struct_meta)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\ctypes\_endian.py:35(_swapped_union_meta)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\Documents\Projects\envs\BetterTouch\Lib\site-packages\serial\win32.py:78(_COMSTAT)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\Documents\Projects\envs\BetterTouch\Lib\site-packages\serial\win32.py:84(_DCB)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\Documents\Projects\envs\BetterTouch\Lib\site-packages\serial\win32.py:265(N11_OVERLAPPED4DOLLAR_484DOLLAR_49E)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\Documents\Projects\envs\BetterTouch\Lib\site-packages\pyautogui\__init__.py:49(ImageNotFoundException)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:2647(Widget)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\threading.py:810(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\Documents\Projects\envs\BetterTouch\Lib\site-packages\pyperclip\__init__.py:102(PyperclipTimeoutException)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\shutil.py:80(ReadError)
        1    0.000    0.000    0.000    0.000 C:\Users\19059\AppData\Local\Programs\Python\Python312\Lib\unittest\case.py:39(_UnexpectedSuccess)


